date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:32:11	194308/194308	---M--	200	added ('OK')	image/png	date:Mon,%2013%20May%202024%2013:07:58%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/images/news/04.png	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/images/news/04.png	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:12	31577/31577	---M--	200	added ('OK')	image/png	date:Mon,%2013%20May%202024%2013:08:42%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/images/news/05.png	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/images/news/05.png	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:12	1818/1818	---M-Z	200	added ('OK')	text/css	date:Fri,%2017%20May%202024%2018:32:06%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/css/skins/orange.css	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/css/skins/orange.css	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:12	1817/1817	---M-Z	200	added ('OK')	text/css	date:Fri,%2017%20May%202024%2018:35:38%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/css/skins/green.css	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/css/skins/green.css	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:13	1821/1821	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jun%202024%2014:08:10%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/css/skins/mayaBlue.css	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/css/skins/mayaBlue.css	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:13	1825/1825	---M-Z	200	added ('OK')	text/css	date:Fri,%2017%20May%202024%2018:38:32%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/css/skins/lavenderRose.css	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/css/skins/lavenderRose.css	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:14	1825/1825	---M-Z	200	added ('OK')	text/css	date:Sat,%2018%20May%202024%2009:46:36%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/css/skins/androidGreen.css	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/css/skins/androidGreen.css	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:14	1821/1821	---M-Z	200	added ('OK')	text/css	date:Sat,%2018%20May%202024%2009:49:04%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/css/skins/sunflower.css	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/css/skins/sunflower.css	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:14	1821/1821	---M-Z	200	added ('OK')	text/css	date:Fri,%2017%20May%202024%2018:37:10%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/css/skins/softBlue.css	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/css/skins/softBlue.css	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:15	1822/1822	---M-Z	200	added ('OK')	text/css	date:Fri,%2017%20May%202024%2018:45:30%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/css/skins/lightGray.css	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/css/skins/lightGray.css	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:15	1822/1822	---M-Z	200	added ('OK')	text/css	date:Fri,%2017%20May%202024%2018:46:08%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/css/skins/steelPink.css	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/css/skins/steelPink.css	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:15	89947/89947	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2010%20Apr%202023%2017:03:48%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/js/jquery.min.js	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/js/jquery.min.js	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:16	80663/80663	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2014%20Nov%202023%2010:47:38%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/js/bootstrap.bundle.min.js	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/js/bootstrap.bundle.min.js	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:16	44342/44342	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2020%20Apr%202018%2000:22:10%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/js/owl.carousel.min.js	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/js/owl.carousel.min.js	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:16	380391/380391	---M--	200	added ('OK')	image/png	date:Mon,%2013%20May%202024%2013:07:16%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/images/news/03.png	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/images/news/03.png	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:16	11758/11758	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2010%20Feb%202024%2018:01:50%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/js/typed.min.js	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/js/typed.min.js	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:17	71137/71137	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Jun%202024%2014:31:20%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/js/jquery.mb.YTPlayer.min.js	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/js/jquery.mb.YTPlayer.min.js	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:17	8157/8157	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2003%20Jun%202024%2017:15:10%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/js/wow.min.js	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/js/wow.min.js	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:17	1773/1773	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2017%20May%202024%2014:24:46%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/js/ajax-form.js	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/js/ajax-form.js	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:18	565/565	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2027%20Feb%202024%2017:09:20%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/js/switcher.min.js	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/js/switcher.min.js	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:19	5606/5606	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Jun%202024%2007:05:06%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/js/script.js	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/js/script.js	(from https://mountainclimbersstar.com/demo/html/agkn/index_yt_video.html)
22:32:20	104496/104496	---M--	200	added ('OK')	font/woff	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-brands-400.woff	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-brands-400.woff	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:20	104804/104804	---M--	200	added ('OK')	font/woff2	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-brands-400.woff2	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-brands-400.woff2	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:21	173980/173980	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-brands-400.ttf	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-brands-400.ttf	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:22	375628/375628	---M--	200	added ('OK')	font/woff	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-duotone-900.woff	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-duotone-900.woff	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:24	890636/890636	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-duotone-900.ttf	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-duotone-900.ttf	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:24	340136/340136	---M--	200	added ('OK')	font/woff2	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-light-300.woff2	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-light-300.woff2	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:24	834624/834624	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-light-300.ttf	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-light-300.ttf	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:26	353788/353788	---M--	200	added ('OK')	font/woff2	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-duotone-900.woff2	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-duotone-900.woff2	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:26	315700/315700	---M--	200	added ('OK')	font/woff2	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-regular-400.woff2	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-regular-400.woff2	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:26	329884/329884	---M--	200	added ('OK')	font/woff	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-regular-400.woff	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-regular-400.woff	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:27	356840/356840	---M--	200	added ('OK')	font/woff	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-light-300.woff	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-light-300.woff	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:31	741508/741508	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-regular-400.ttf	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-regular-400.ttf	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:31	270360/270360	---M--	200	added ('OK')	font/woff2	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-solid-900.woff2	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-solid-900.woff2	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:32	648356/648356	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-solid-900.ttf	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-solid-900.ttf	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:33	393940/393940	---M--	200	added ('OK')	font/woff	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-thin-100.woff	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-thin-100.woff	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:33	372948/372948	---M--	200	added ('OK')	font/woff2	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-thin-100.woff2	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-thin-100.woff2	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:34	279576/279576	---M--	200	added ('OK')	font/woff	date:Mon,%2029%20Mar%202021%2011:53:34%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-solid-900.woff	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/webfonts/fa-solid-900.woff	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/all.min.css)
22:32:34	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Nov%202025%2003:32:35%20GMT	https://mountainclimbersstar.com/demo/html/agkn/assets/css/owl.video.play.png	C:/Users/jair1/Downloads/MiSitioWeb/Karla%20R.%20CV/mountainclimbersstar.com/demo/html/agkn/assets/css/owl.video.play.png	(from https://mountainclimbersstar.com/demo/html/agkn/assets/css/owl.carousel.min.css)
